280.00000,4020.50317
280.50000,4019.94409
281.00000,4016.98291
281.50000,4016.23120
282.00000,4020.49292
282.50000,4028.27637
283.00000,4035.36719
283.50000,4037.88354
284.00000,4036.97168
284.50000,4035.10132
285.00000,4035.62402
285.50000,4039.78076
286.00000,4046.30249
286.50000,4051.31885
287.00000,4052.85254
287.50000,4050.33154
288.00000,4046.61523
288.50000,4044.86060
289.00000,4048.28955
289.50000,4055.87842
290.00000,4065.82959
290.50000,4075.07617
291.00000,4081.39648
291.50000,4082.73462
292.00000,4080.10352
292.50000,4075.29858
293.00000,4070.64746
293.50000,4067.89673
294.00000,4068.48096
294.50000,4071.84985
295.00000,4076.24805
295.50000,4078.71777
296.00000,4077.79321
296.50000,4072.89404
297.00000,4065.48584
297.50000,4058.31836
298.00000,4055.40430
298.50000,4057.55444
299.00000,4064.12256
299.50000,4073.44165
300.00000,4082.76733
300.50000,4090.12744
301.00000,4094.59253
301.50000,4097.05029
302.00000,4098.39502
302.50000,4099.65967
303.00000,4101.36084
303.50000,4103.78320
304.00000,4106.77295
304.50000,4109.92090
305.00000,4112.46045
305.50000,4113.61816
306.00000,4112.17480
306.50000,4108.17871
307.00000,4102.02051
307.50000,4095.61475
308.00000,4091.11011
308.50000,4090.60034
309.00000,4094.79395
309.50000,4103.09229
310.00000,4114.63281
310.50000,4126.41113
311.00000,4136.19336
311.50000,4142.17529
312.00000,4144.24902
312.50000,4142.34131
313.00000,4138.12451
313.50000,4133.83984
314.00000,4131.97852
314.50000,4133.18457
315.00000,4137.58447
315.50000,4144.07568
316.00000,4150.57959
316.50000,4154.61865
317.00000,4155.47070
317.50000,4153.59424
318.00000,4149.99414
318.50000,4146.63818
319.00000,4145.09180
319.50000,4146.50000
320.00000,4150.18213
320.50000,4155.26563
321.00000,4160.43066
321.50000,4164.83008
322.00000,4167.92969
322.50000,4170.20215
323.00000,4172.36816
323.50000,4174.96582
324.00000,4177.82471
324.50000,4180.04199
325.00000,4180.44043
325.50000,4177.85156
326.00000,4171.44580
326.50000,4163.22510
327.00000,4155.25537
327.50000,4150.03369
328.00000,4148.93555
328.50000,4153.19727
329.00000,4160.81982
329.50000,4168.87305
330.00000,4174.30615
330.50000,4175.85986
331.00000,4172.98096
331.50000,4167.27588
332.00000,4161.61865
332.50000,4159.46338
333.00000,4161.63477
333.50000,4167.83252
334.00000,4176.32373
334.50000,4184.20313
335.00000,4188.68604
335.50000,4188.71094
336.00000,4186.02393
336.50000,4182.96582
337.00000,4182.05322
337.50000,4184.83154
338.00000,4191.55811
338.50000,4200.02441
339.00000,4207.49316
339.50000,4212.09668
340.00000,4213.45459
340.50000,4211.63037
341.00000,4208.65137
341.50000,4206.35693
342.00000,4206.72852
342.50000,4210.26758
343.00000,4217.65869
343.50000,4228.12598
344.00000,4240.39502
344.50000,4252.49316
345.00000,4261.89600
345.50000,4266.69189
346.00000,4266.20752
346.50000,4261.85498
347.00000,4255.16211
347.50000,4248.63818
348.00000,4244.15625
348.50000,4242.72754
349.00000,4243.29053
349.50000,4245.25879
350.00000,4248.15820
350.50000,4251.90723
351.00000,4257.12451
351.50000,4263.95996
352.00000,4271.73438
352.50000,4279.15186
353.00000,4284.88965
353.50000,4287.69775
354.00000,4287.20410
354.50000,4284.15039
355.00000,4279.77686
355.50000,4275.66211
356.00000,4272.72803
356.50000,4271.73340
357.00000,4272.52100
357.50000,4275.17969
358.00000,4279.57324
358.50000,4285.27734
359.00000,4292.39258
359.50000,4300.51855
360.00000,4309.26074
360.50000,4317.83643
361.00000,4325.10596
361.50000,4329.63184
362.00000,4330.96191
362.50000,4329.62598
363.00000,4326.50439
363.50000,4323.60010
364.00000,4322.55615
364.50000,4324.66797
365.00000,4328.68164
365.50000,4332.87158
366.00000,4335.26709
366.50000,4334.88281
367.00000,4331.21094
367.50000,4326.15381
368.00000,4321.89795
368.50000,4320.37500
369.00000,4321.70020
369.50000,4325.53760
370.00000,4330.32959
370.50000,4334.67236
371.00000,4337.16943
371.50000,4337.99609
372.00000,4337.61426
372.50000,4336.71973
373.00000,4335.96973
373.50000,4335.84277
374.00000,4336.48828
374.50000,4337.86328
375.00000,4339.69824
375.50000,4341.46338
376.00000,4342.66699
376.50000,4342.91162
377.00000,4342.24219
377.50000,4340.88379
378.00000,4339.57031
378.50000,4338.80713
379.00000,4338.76855
379.50000,4339.00635
380.00000,4338.99170
380.50000,4338.30859
381.00000,4337.14258
381.50000,4336.52051
382.00000,4337.59766
382.50000,4341.18457
383.00000,4347.81494
383.50000,4356.36914
384.00000,4365.60840
384.50000,4373.60254
385.00000,4379.07471
385.50000,4380.95313
386.00000,4379.82861
386.50000,4376.33643
387.00000,4371.43408
387.50000,4366.57080
388.00000,4363.29980
388.50000,4362.53467
389.00000,4364.33203
389.50000,4368.74756
390.00000,4374.46729
390.50000,4380.31348
391.00000,4384.84473
391.50000,4387.24072
392.00000,4387.09863
392.50000,4384.88281
393.00000,4381.32227
393.50000,4377.05811
394.00000,4373.00586
394.50000,4369.93408
395.00000,4368.70508
395.50000,4369.10352
396.00000,4370.85938
396.50000,4373.00098
397.00000,4374.60693
397.50000,4374.77686
398.00000,4373.80664
398.50000,4372.68311
399.00000,4372.99023
399.50000,4375.49756
400.00000,4380.62158
400.50000,4387.32715
401.00000,4394.22510
401.50000,4399.57715
402.00000,4402.72705
402.50000,4403.84717
403.00000,4403.62402
403.50000,4402.93506
404.00000,4402.25488
404.50000,4401.74316
405.00000,4401.32813
405.50000,4400.93408
406.00000,4400.60010
406.50000,4400.43359
407.00000,4400.53662
407.50000,4400.98047
408.00000,4402.07373
408.50000,4404.20605
409.00000,4407.87402
409.50000,4413.37012
410.00000,4419.86035
410.50000,4426.18945
411.00000,4430.78320
411.50000,4432.72754
412.00000,4431.35400
412.50000,4428.35107
413.00000,4425.99170
413.50000,4426.55371
414.00000,4430.52100
414.50000,4437.80615
415.00000,4446.70898
415.50000,4455.07373
416.00000,4460.44043
416.50000,4462.66504
417.00000,4462.17480
417.50000,4460.08789
418.00000,4458.14600
418.50000,4457.92725
419.00000,4460.54248
419.50000,4466.21582
420.00000,4474.63281
420.50000,4484.01318
421.00000,4492.79004
421.50000,4499.19873
422.00000,4502.64014
422.50000,4502.71729
423.00000,4500.58740
423.50000,4498.01709
424.00000,4496.53955
424.50000,4496.66504
425.00000,4498.49463
425.50000,4501.65625
426.00000,4505.44238
426.50000,4509.54883
427.00000,4513.85889
427.50000,4518.37646
428.00000,4522.99951
428.50000,4527.38770
429.00000,4531.05029
429.50000,4533.41748
430.00000,4534.20459
430.50000,4532.98779
431.00000,4530.07861
431.50000,4525.84863
432.00000,4520.81006
432.50000,4516.02100
433.00000,4512.62158
433.50000,4511.79395
434.00000,4513.74219
